"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Mon Apr 24 19:52:36 GMT 2023","Mon Apr 24 19:52:36 GMT 2023","0","test_vizsgaremek_conduit_CSK","test_vizsgaremek_conduit_CSK","TestConduit","","","test_file_data",""
"broken","Mon Apr 24 19:52:38 GMT 2023","Mon Apr 24 19:52:38 GMT 2023","0","test_vizsgaremek_conduit_CSK","test_vizsgaremek_conduit_CSK","TestConduit","","","test_delete_data",""
"broken","Mon Apr 24 19:52:35 GMT 2023","Mon Apr 24 19:52:35 GMT 2023","0","test_vizsgaremek_conduit_CSK","test_vizsgaremek_conduit_CSK","TestConduit","","","test_list_of_pages",""
"broken","Mon Apr 24 19:52:36 GMT 2023","Mon Apr 24 19:52:36 GMT 2023","0","test_vizsgaremek_conduit_CSK","test_vizsgaremek_conduit_CSK","TestConduit","","","test_new_data",""
"broken","Mon Apr 24 19:52:34 GMT 2023","Mon Apr 24 19:52:34 GMT 2023","0","test_vizsgaremek_conduit_CSK","test_vizsgaremek_conduit_CSK","TestConduit","","","test_tagfilter",""
"broken","Mon Apr 24 19:52:38 GMT 2023","Mon Apr 24 19:52:38 GMT 2023","0","test_vizsgaremek_conduit_CSK","test_vizsgaremek_conduit_CSK","TestConduit","","","test_save_data",""
"broken","Mon Apr 24 19:52:33 GMT 2023","Mon Apr 24 19:52:33 GMT 2023","0","test_vizsgaremek_conduit_CSK","test_vizsgaremek_conduit_CSK","TestConduit","","","test_login",""
"broken","Mon Apr 24 19:52:30 GMT 2023","Mon Apr 24 19:52:30 GMT 2023","0","test_vizsgaremek_conduit_CSK","test_vizsgaremek_conduit_CSK","TestConduit","","","test_cookies",""
"broken","Mon Apr 24 19:52:33 GMT 2023","Mon Apr 24 19:52:33 GMT 2023","0","test_vizsgaremek_conduit_CSK","test_vizsgaremek_conduit_CSK","TestConduit","","","test_registration",""
"broken","Mon Apr 24 19:52:37 GMT 2023","Mon Apr 24 19:52:37 GMT 2023","0","test_vizsgaremek_conduit_CSK","test_vizsgaremek_conduit_CSK","TestConduit","","","test_update_data",""
"broken","Mon Apr 24 19:52:39 GMT 2023","Mon Apr 24 19:52:39 GMT 2023","0","test_vizsgaremek_conduit_CSK","test_vizsgaremek_conduit_CSK","TestConduit","","","test_sign_out",""
