"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Thu Apr 20 14:04:47 GMT 2023","Thu Apr 20 14:04:47 GMT 2023","0","test_vizsgaremek_conduit_CSK","test_vizsgaremek_conduit_CSK","TestConduit","","","test_registration",""
"broken","Thu Apr 20 14:04:51 GMT 2023","Thu Apr 20 14:04:51 GMT 2023","0","test_vizsgaremek_conduit_CSK","test_vizsgaremek_conduit_CSK","TestConduit","","","test_update_data",""
"broken","Thu Apr 20 14:04:49 GMT 2023","Thu Apr 20 14:04:49 GMT 2023","0","test_vizsgaremek_conduit_CSK","test_vizsgaremek_conduit_CSK","TestConduit","","","test_list_of_pages",""
"broken","Thu Apr 20 14:04:53 GMT 2023","Thu Apr 20 14:04:53 GMT 2023","0","test_vizsgaremek_conduit_CSK","test_vizsgaremek_conduit_CSK","TestConduit","","","test_sign_out",""
"broken","Thu Apr 20 14:04:48 GMT 2023","Thu Apr 20 14:04:48 GMT 2023","0","test_vizsgaremek_conduit_CSK","test_vizsgaremek_conduit_CSK","TestConduit","","","test_login",""
"broken","Thu Apr 20 14:04:52 GMT 2023","Thu Apr 20 14:04:52 GMT 2023","0","test_vizsgaremek_conduit_CSK","test_vizsgaremek_conduit_CSK","TestConduit","","","test_delete_data",""
"broken","Thu Apr 20 14:04:52 GMT 2023","Thu Apr 20 14:04:52 GMT 2023","0","test_vizsgaremek_conduit_CSK","test_vizsgaremek_conduit_CSK","TestConduit","","","test_save_data",""
"broken","Thu Apr 20 14:04:48 GMT 2023","Thu Apr 20 14:04:48 GMT 2023","0","test_vizsgaremek_conduit_CSK","test_vizsgaremek_conduit_CSK","TestConduit","","","test_tagfilter",""
"broken","Thu Apr 20 14:04:50 GMT 2023","Thu Apr 20 14:04:50 GMT 2023","0","test_vizsgaremek_conduit_CSK","test_vizsgaremek_conduit_CSK","TestConduit","","","test_new_data",""
"broken","Thu Apr 20 14:04:50 GMT 2023","Thu Apr 20 14:04:50 GMT 2023","0","test_vizsgaremek_conduit_CSK","test_vizsgaremek_conduit_CSK","TestConduit","","","test_file_data",""
"broken","Thu Apr 20 14:04:44 GMT 2023","Thu Apr 20 14:04:44 GMT 2023","0","test_vizsgaremek_conduit_CSK","test_vizsgaremek_conduit_CSK","TestConduit","","","test_cookies",""
