"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun May 07 13:34:11 GMT 2023","Sun May 07 13:34:18 GMT 2023","6396","test_vizsgaremek_conduit_CSK","test_vizsgaremek_conduit_CSK","TestConduit","","","test_list_of_pages",""
"passed","Sun May 07 13:33:56 GMT 2023","Sun May 07 13:34:03 GMT 2023","6397","test_vizsgaremek_conduit_CSK","test_vizsgaremek_conduit_CSK","TestConduit","","","test_login",""
"passed","Sun May 07 13:34:49 GMT 2023","Sun May 07 13:35:00 GMT 2023","10764","test_vizsgaremek_conduit_CSK","test_vizsgaremek_conduit_CSK","TestConduit","","","test_update_data",""
"passed","Sun May 07 13:35:16 GMT 2023","Sun May 07 13:35:21 GMT 2023","4970","test_vizsgaremek_conduit_CSK","test_vizsgaremek_conduit_CSK","TestConduit","","","test_save_data",""
"passed","Sun May 07 13:35:01 GMT 2023","Sun May 07 13:35:15 GMT 2023","13780","test_vizsgaremek_conduit_CSK","test_vizsgaremek_conduit_CSK","TestConduit","","","test_delete_data",""
"passed","Sun May 07 13:35:22 GMT 2023","Sun May 07 13:35:27 GMT 2023","4432","test_vizsgaremek_conduit_CSK","test_vizsgaremek_conduit_CSK","TestConduit","","","test_sign_out",""
"passed","Sun May 07 13:34:19 GMT 2023","Sun May 07 13:34:32 GMT 2023","12702","test_vizsgaremek_conduit_CSK","test_vizsgaremek_conduit_CSK","TestConduit","","","test_new_data",""
"passed","Sun May 07 13:34:04 GMT 2023","Sun May 07 13:34:10 GMT 2023","6392","test_vizsgaremek_conduit_CSK","test_vizsgaremek_conduit_CSK","TestConduit","","","test_tagfilter",""
"passed","Sun May 07 13:33:42 GMT 2023","Sun May 07 13:33:55 GMT 2023","12756","test_vizsgaremek_conduit_CSK","test_vizsgaremek_conduit_CSK","TestConduit","","","test_registration",""
"passed","Sun May 07 13:33:37 GMT 2023","Sun May 07 13:33:41 GMT 2023","4204","test_vizsgaremek_conduit_CSK","test_vizsgaremek_conduit_CSK","TestConduit","","","test_cookies",""
"passed","Sun May 07 13:34:33 GMT 2023","Sun May 07 13:34:48 GMT 2023","15320","test_vizsgaremek_conduit_CSK","test_vizsgaremek_conduit_CSK","TestConduit","","","test_file_data",""
