"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Apr 25 15:34:17 GMT 2023","Tue Apr 25 15:34:22 GMT 2023","4329","test_vizsgaremek_conduit_CSK","test_vizsgaremek_conduit_CSK","TestConduit","","","test_cookies",""
"passed","Tue Apr 25 15:36:02 GMT 2023","Tue Apr 25 15:36:06 GMT 2023","4329","test_vizsgaremek_conduit_CSK","test_vizsgaremek_conduit_CSK","TestConduit","","","test_sign_out",""
"passed","Tue Apr 25 15:35:56 GMT 2023","Tue Apr 25 15:36:01 GMT 2023","4781","test_vizsgaremek_conduit_CSK","test_vizsgaremek_conduit_CSK","TestConduit","","","test_save_data",""
"passed","Tue Apr 25 15:35:30 GMT 2023","Tue Apr 25 15:35:41 GMT 2023","10537","test_vizsgaremek_conduit_CSK","test_vizsgaremek_conduit_CSK","TestConduit","","","test_update_data",""
"passed","Tue Apr 25 15:34:52 GMT 2023","Tue Apr 25 15:34:58 GMT 2023","6352","test_vizsgaremek_conduit_CSK","test_vizsgaremek_conduit_CSK","TestConduit","","","test_list_of_pages",""
"passed","Tue Apr 25 15:35:13 GMT 2023","Tue Apr 25 15:35:29 GMT 2023","15435","test_vizsgaremek_conduit_CSK","test_vizsgaremek_conduit_CSK","TestConduit","","","test_file_data",""
"passed","Tue Apr 25 15:34:23 GMT 2023","Tue Apr 25 15:34:36 GMT 2023","13183","test_vizsgaremek_conduit_CSK","test_vizsgaremek_conduit_CSK","TestConduit","","","test_registration",""
"passed","Tue Apr 25 15:34:45 GMT 2023","Tue Apr 25 15:34:51 GMT 2023","6346","test_vizsgaremek_conduit_CSK","test_vizsgaremek_conduit_CSK","TestConduit","","","test_tagfilter",""
"passed","Tue Apr 25 15:35:42 GMT 2023","Tue Apr 25 15:35:55 GMT 2023","13060","test_vizsgaremek_conduit_CSK","test_vizsgaremek_conduit_CSK","TestConduit","","","test_delete_data",""
"passed","Tue Apr 25 15:34:37 GMT 2023","Tue Apr 25 15:34:44 GMT 2023","6301","test_vizsgaremek_conduit_CSK","test_vizsgaremek_conduit_CSK","TestConduit","","","test_login",""
"passed","Tue Apr 25 15:35:00 GMT 2023","Tue Apr 25 15:35:12 GMT 2023","12640","test_vizsgaremek_conduit_CSK","test_vizsgaremek_conduit_CSK","TestConduit","","","test_new_data",""
