"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Apr 23 12:35:06 GMT 2023","Sun Apr 23 12:35:11 GMT 2023","4432","test_vizsgaremek_conduit_CSK","test_vizsgaremek_conduit_CSK","TestConduit","","","test_sign_out",""
"passed","Sun Apr 23 12:33:46 GMT 2023","Sun Apr 23 12:33:52 GMT 2023","6383","test_vizsgaremek_conduit_CSK","test_vizsgaremek_conduit_CSK","TestConduit","","","test_login",""
"passed","Sun Apr 23 12:34:48 GMT 2023","Sun Apr 23 12:34:59 GMT 2023","11532","test_vizsgaremek_conduit_CSK","test_vizsgaremek_conduit_CSK","TestConduit","","","test_delete_data",""
"failed","Sun Apr 23 12:34:29 GMT 2023","Sun Apr 23 12:34:46 GMT 2023","17267","test_vizsgaremek_conduit_CSK","test_vizsgaremek_conduit_CSK","TestConduit","","","test_update_data",""
"broken","Sun Apr 23 12:34:24 GMT 2023","Sun Apr 23 12:34:28 GMT 2023","4307","test_vizsgaremek_conduit_CSK","test_vizsgaremek_conduit_CSK","TestConduit","","","test_file_data",""
"passed","Sun Apr 23 12:33:26 GMT 2023","Sun Apr 23 12:33:30 GMT 2023","4361","test_vizsgaremek_conduit_CSK","test_vizsgaremek_conduit_CSK","TestConduit","","","test_cookies",""
"passed","Sun Apr 23 12:34:09 GMT 2023","Sun Apr 23 12:34:22 GMT 2023","13504","test_vizsgaremek_conduit_CSK","test_vizsgaremek_conduit_CSK","TestConduit","","","test_new_data",""
"passed","Sun Apr 23 12:34:01 GMT 2023","Sun Apr 23 12:34:08 GMT 2023","6423","test_vizsgaremek_conduit_CSK","test_vizsgaremek_conduit_CSK","TestConduit","","","test_list_of_pages",""
"passed","Sun Apr 23 12:33:32 GMT 2023","Sun Apr 23 12:33:45 GMT 2023","13009","test_vizsgaremek_conduit_CSK","test_vizsgaremek_conduit_CSK","TestConduit","","","test_registration",""
"passed","Sun Apr 23 12:33:54 GMT 2023","Sun Apr 23 12:34:00 GMT 2023","6419","test_vizsgaremek_conduit_CSK","test_vizsgaremek_conduit_CSK","TestConduit","","","test_tagfilter",""
"passed","Sun Apr 23 12:35:00 GMT 2023","Sun Apr 23 12:35:05 GMT 2023","4907","test_vizsgaremek_conduit_CSK","test_vizsgaremek_conduit_CSK","TestConduit","","","test_save_data",""
