"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Apr 25 15:25:11 GMT 2023","Tue Apr 25 15:25:16 GMT 2023","4738","test_vizsgaremek_conduit_CSK","test_vizsgaremek_conduit_CSK","TestConduit","","","test_save_data",""
"passed","Tue Apr 25 15:23:53 GMT 2023","Tue Apr 25 15:24:00 GMT 2023","6275","test_vizsgaremek_conduit_CSK","test_vizsgaremek_conduit_CSK","TestConduit","","","test_login",""
"passed","Tue Apr 25 15:24:29 GMT 2023","Tue Apr 25 15:24:44 GMT 2023","14338","test_vizsgaremek_conduit_CSK","test_vizsgaremek_conduit_CSK","TestConduit","","","test_file_data",""
"passed","Tue Apr 25 15:24:57 GMT 2023","Tue Apr 25 15:25:10 GMT 2023","12966","test_vizsgaremek_conduit_CSK","test_vizsgaremek_conduit_CSK","TestConduit","","","test_delete_data",""
"passed","Tue Apr 25 15:24:08 GMT 2023","Tue Apr 25 15:24:14 GMT 2023","6319","test_vizsgaremek_conduit_CSK","test_vizsgaremek_conduit_CSK","TestConduit","","","test_list_of_pages",""
"passed","Tue Apr 25 15:25:17 GMT 2023","Tue Apr 25 15:25:22 GMT 2023","4301","test_vizsgaremek_conduit_CSK","test_vizsgaremek_conduit_CSK","TestConduit","","","test_sign_out",""
"passed","Tue Apr 25 15:23:40 GMT 2023","Tue Apr 25 15:23:52 GMT 2023","12464","test_vizsgaremek_conduit_CSK","test_vizsgaremek_conduit_CSK","TestConduit","","","test_registration",""
"passed","Tue Apr 25 15:23:34 GMT 2023","Tue Apr 25 15:23:38 GMT 2023","4110","test_vizsgaremek_conduit_CSK","test_vizsgaremek_conduit_CSK","TestConduit","","","test_cookies",""
"passed","Tue Apr 25 15:24:01 GMT 2023","Tue Apr 25 15:24:07 GMT 2023","6292","test_vizsgaremek_conduit_CSK","test_vizsgaremek_conduit_CSK","TestConduit","","","test_tagfilter",""
"passed","Tue Apr 25 15:24:16 GMT 2023","Tue Apr 25 15:24:28 GMT 2023","12564","test_vizsgaremek_conduit_CSK","test_vizsgaremek_conduit_CSK","TestConduit","","","test_new_data",""
"passed","Tue Apr 25 15:24:45 GMT 2023","Tue Apr 25 15:24:55 GMT 2023","10472","test_vizsgaremek_conduit_CSK","test_vizsgaremek_conduit_CSK","TestConduit","","","test_update_data",""
